Country,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Netherlands,2267.9120000000003,2854.1335,2552.0519999999997,2822.52,2926.8469999999998,2588.843,2811.6638199999998,2756.305615,3048.5566049999998,2986.30305,2967.4312
New Zealand,2013.429,2836.1605,2768.0245,2969.1565,3131.5294999999996,2975.9315,2913.2696800000003,3057.76449,2992.9960949999995,2927.86139,2929.47603
Norway,2819.7025000000003,4543.561,4257.0885,4467.3535,4534.042,4016.201,4047.1432149999996,4014.070935,4250.639370000001,4117.102800000001,3806.65436
Pakistan,640.148,864.53,894.2384999999999,907.47,906.392,916.302,980.071805,998.834875,1001.2784550000001,870.343915,875.099065
Panama,1073.08,1404.631,1480.57175,1556.5125,1649.1399999999999,1750.0214999999998,2108.1205,1903.665235,2085.35328,2164.0455,2264.6745
Philippines,826.5034999999999,1123.734,1253.6464999999998,1172.508,1282.13,1245.1125,1382.958105,1408.962935,1339.93046,1409.96512,1571.069065
Poland,1075.1225,1495.5435000000002,1322.004,1465.8094999999998,1558.1705,1436.3045,1477.235835,1546.98994,1594.0976,1615.507445,1667.2549800000002
Portugal,1416.0105,1976.241,1790.6905000000002,1869.3605,1886.9175,1729.6285,1862.6975549999997,1889.20433,2048.06505,1954.458105,1957.6673650000002
Puerto Rico,1657.4520000000002,2265.1925,2221.629,2236.227,2124.361,2391.156,2474.326845,2449.414885,2451.8476549999996,2376.10658,2754.6802500000003
Qatar,1686.837,2177.833,2085.9995,2097.76,2224.5375,2338.4365,2428.33777,2342.364695,2302.17244,2625.40609,2558.4096600000003
Romania,993.3685,1360.9255,1276.8184999999999,1353.84,1436.2485000000001,1245.0030000000002,1376.0413449999999,1420.2913549999998,1500.3275399999998,1480.13967,1533.59617
Russia,1409.464,1655.675,1738.422,1956.2355,1888.8165,1557.7055,1390.27316,1620.879425,1527.204875,1493.147895,1510.27976
Saudi Arabia,2611.602,1796.969,2243.938,2104.6885,1515.8105,1730.9225000000001,1717.563995,1792.76651,1931.63584,1896.421205,2126.11058
Serbia,992.2049999999999,1373.5215,1288.243,1435.3795,1486.1345000000001,1194.8484999999998,1334.0895,1345.48931,1484.516345,1476.403,1504.4071
Singapore,1711.978,2179.1145,2397.571,2550.4235,2487.7110000000002,2702.9489999999996,2976.57447,3047.36206,2758.48411,2955.68016,3055.1075800000003
Slovakia,1252.691,1701.2935,1632.686,1675.9865,1761.225,1666.6405,1772.99226,1763.812585,1884.1549300000001,1844.1837099999998,1940.77029
Slovenia,1588.209,2131.237,1991.042,2088.7270000000003,2219.6445,1852.5705,2064.65674,2139.411415,2167.86189,2194.644975,2329.6350599999996
South Africa,1399.328,2017.732,1738.6875,1520.299,1528.4645,1557.837,1434.524375,1709.2640350000001,1857.36699,1670.93966,1476.539355
South Korea,1378.1965,1851.7815,2247.2525,2464.3015,2670.848,2716.0684999999994,2851.299865,2969.4680749999998,3215.19393,3217.109055,3017.16857
Spain,1537.7930000000001,2250.581,2067.5375,2148.9365,2228.3019999999997,2042.8600000000001,2162.989045,2188.83587,2266.4888300000002,2193.1083550000003,2276.87354
Sweden,1976.0135,2971.449,2709.9365,3016.0655,2917.458,2733.2484999999997,3086.083525,2924.05813,2967.53698,2837.08696,3006.209935
Switzerland,2702.7844999999998,4093.6510000000003,3717.2585,3968.4715000000006,4197.1965,4906.1085,4855.287469999999,5032.008285,4863.462695,4914.739455,5082.103365
Taiwan,1018.3489999999999,1580.7604999999999,1674.5235,1739.408,1642.492,2029.5235,2233.94642,2340.033875,2179.757385,2344.52642,2360.317365
Thailand,935.6765,1352.9375,1285.8615,1472.928,1419.507,1487.6680000000001,1606.63227,1749.765715,1829.991405,1815.91958,1821.5021599999998
Turkey,1350.9065,1754.6745,1679.8775,1708.9835,1670.462,1718.5549999999998,1762.8098049999999,1630.369675,1482.980275,1340.164575,1332.3347800000001
Ukraine,1001.6764999999999,1253.1840000000002,1256.3954999999999,1329.7064999999998,1014.9345000000001,947.9124999999999,936.425885,998.2454399999999,1142.97394,1198.74598,1233.190635
United Arab Emirates,1752.095,2135.5455,2042.7365,1978.7495,2117.8465,2336.85,2442.872225,2506.67533,2296.17431,2498.397065,2517.7665050000005
United Kingdom,1957.8065000000001,2791.611,2738.745,2710.732,3020.515,3067.3230000000003,3004.957595,2656.63367,2781.6957749999997,2659.46115,2715.2435649999998
United States,1746.0774999999999,2119.8475,2244.9175,2293.0675,2348.5135,2689.5460000000003,2751.7861900000003,2780.97908,2826.855595,2849.91067,2975.5280000000002
Vietnam,654.25,1075.0204999999999,1127.8915,1119.7069999999999,1037.8165,1250.123,1339.957075,1253.9175,1416.593885,1396.65235,1417.026515
